Summary,Temperature (C),Humidity,Pressure (millibars)
Mostly Cloudy,19.90555556,0.78,1010.2
Partly Cloudy,18.01666667,0.93,1010.35
Partly Cloudy,16.15555556,0.99,1010.82
Mostly Cloudy,15.55555556,1,1011.02
Mostly Cloudy,15.30555556,0.99,1011.35
Mostly Cloudy,14.51111111,1,1011.6
Mostly Cloudy,14.58333333,1,1011.8
Mostly Cloudy,16.05555556,0.93,1012.35
Mostly Cloudy,14.56111111,1,1011.1
Overcast,14.56111111,1,1010.71
Mostly Cloudy,14.68888889,0.99,1010.8
Overcast,15.09444444,1,1010.79
Overcast,16.18333333,0.99,1010.99
Overcast,17.57777778,0.91,1011.46
Overcast,18.79444444,0.79,1011.39
Overcast,19.92777778,0.78,1011.32
Overcast,20.83888889,0.7,1011.59
Partly Cloudy,22.06666667,0.65,1011.59
Partly Cloudy,22.08333333,0.65,1011.58
Partly Cloudy,21.79444444,0.67,1011.54
Partly Cloudy,21.06666667,0.79,1011.39
Humid and Partly Cloudy,20.90555556,0.8,1011.39
Partly Cloudy,21.66111111,0.69,1011.17
Partly Cloudy,19.97777778,0.79,1011.54
Partly Cloudy,18.00555556,0.96,1011.92
Mostly Cloudy,17.85555556,0.96,1011.81
Mostly Cloudy,17.24444444,0.93,1012.06
Mostly Cloudy,16.20555556,1,1012.37
Mostly Cloudy,16.81666667,0.96,1012.43
Mostly Cloudy,16.71666667,0.96,1012.41
Mostly Cloudy,17.01111111,0.92,1012.67
Mostly Cloudy,17.13333333,0.89,1012.88
Mostly Cloudy,15.62777778,0.95,1012.5
Mostly Cloudy,15.62777778,0.95,1012.49
Mostly Cloudy,15.13333333,0.95,1012.76
Mostly Cloudy,16.04444444,0.93,1013.28
Overcast,16.08888889,0.93,1013.48
Overcast,17.13888889,0.92,1013.94
Overcast,17.82777778,0.9,1014.05
Overcast,18.98333333,0.83,1013.75
Overcast,21.06666667,0.72,1013.64
Partly Cloudy,23.86111111,0.65,1013.25
Partly Cloudy,23.86111111,0.58,1012.87
Mostly Cloudy,24.72222222,0.54,1012.51
Mostly Cloudy,24.88333333,0.54,1012.2
Mostly Cloudy,24.85555556,0.51,1012.02
Mostly Cloudy,22.98333333,0.64,1012.09
Mostly Cloudy,22.33333333,0.72,1012.06
Mostly Cloudy,20.25,0.85,1012.43
Partly Cloudy,19.53888889,0.88,1012.39
Partly Cloudy,17.91666667,0.89,1013.03
Mostly Cloudy,17.87222222,0.89,1013.16
Mostly Cloudy,18.35555556,0.85,1013.39
Mostly Cloudy,17.75555556,0.87,1013.06
Mostly Cloudy,17.25,0.9,1012.95
Clear,19.04444444,0.83,1010.44
Mostly Cloudy,16.23333333,0.92,1012.66
Mostly Cloudy,16.18333333,0.96,1012.64
Mostly Cloudy,15.86666667,0.95,1012.5
Mostly Cloudy,16.18333333,0.99,1012.54
Mostly Cloudy,18.82222222,0.9,1012.64
Mostly Cloudy,19.81666667,0.8,1012.95
Mostly Cloudy,22.15555556,0.65,1012.82
Mostly Cloudy,22.82777778,0.62,1012.74
Partly Cloudy,23.87777778,0.61,1012.62
Partly Cloudy,26.11111111,0.5,1012.22
Partly Cloudy,26.18333333,0.53,1012.02
Partly Cloudy,27.58888889,0.46,1011.91
Partly Cloudy,27.77777778,0.49,1011.54
Mostly Cloudy,27.68888889,0.43,1011.12
Partly Cloudy,27.79444444,0.48,1010.56
Mostly Cloudy,27.68333333,0.46,1010.54
Partly Cloudy,26.06111111,0.58,1010.63
Partly Cloudy,23.05,0.68,1010.47
Partly Cloudy,21.16111111,0.79,1010.71
Partly Cloudy,22.08333333,0.72,1010.72
Partly Cloudy,19.56666667,0.77,1010.61
Partly Cloudy,18.91111111,0.9,1017.09
Partly Cloudy,18.31111111,0.97,1016.99
Partly Cloudy,17.01666667,0.95,1016.03
Partly Cloudy,17.22222222,0.97,1016.89
Partly Cloudy,17.2,0.97,1016.6
Partly Cloudy,17.42777778,0.95,1016.38
Partly Cloudy,17.27777778,0.99,1016.69
Partly Cloudy,20.03333333,0.93,1016.86
Partly Cloudy,22.60555556,0.78,1016.75
Partly Cloudy,26.13888889,0.54,1016.57
Clear,27.82777778,0.46,1015.99
Clear,28.75,0.43,1015.92
Partly Cloudy,29.95,0.41,1015.77
Partly Cloudy,30,0.51,1015.18
Partly Cloudy,29.01666667,0.49,1014.22
Partly Cloudy,27.40555556,0.59,1014.77
Partly Cloudy,27.25555556,0.68,1013.76
Partly Cloudy,25.62777778,0.69,1013.58
Humid and Mostly Cloudy,21.31111111,0.86,1013.68
Mostly Cloudy,17.72777778,0.98,1015.13
Partly Cloudy,18.15555556,0.98,1014.55
Partly Cloudy,17.47222222,0.99,1015.12
Mostly Cloudy,17.40555556,0.97,1014.96
Partly Cloudy,17.39444444,0.97,1015.32
Clear,20.51111111,0.73,1010.53
Partly Cloudy,19.95,0.76,1010.21
Mostly Cloudy,18.28333333,0.95,1013.34
Clear,18.83888889,0.84,1009.43
Partly Cloudy,18.31111111,0.84,1009.25
Partly Cloudy,17.65555556,0.88,1009.33
Partly Cloudy,17.66666667,0.85,1009.55
Partly Cloudy,18.82222222,0.84,1009.56
Partly Cloudy,21.86666667,0.7,1009.97
Partly Cloudy,23.73333333,0.63,1010.07
Partly Cloudy,25.83888889,0.52,1010.29
Partly Cloudy,27.3,0.5,1010.58
Partly Cloudy,28.54444444,0.47,1010.51
Mostly Cloudy,28.61666667,0.5,1010.43
Mostly Cloudy,28.6,0.47,1010.35
Mostly Cloudy,28.63888889,0.47,1010.64
Mostly Cloudy,28.5,0.5,1010.46
Mostly Cloudy,28.28333333,0.46,1010.52
Partly Cloudy,23.63888889,0.7,1011.03
Partly Cloudy,21.04444444,0.8,1012.34
Partly Cloudy,20.06666667,0.87,1012.73
Mostly Cloudy,19.93333333,0.87,1013.22
Mostly Cloudy,19.37777778,0.9,1013.36
Mostly Cloudy,19.77222222,0.88,1013.75
Overcast,19.81666667,0.9,1014.17
Mostly Cloudy,18.77222222,0.93,1015.02
Partly Cloudy,18.73333333,0.97,1015
Mostly Cloudy,17.71111111,0.97,1014.41
Mostly Cloudy,17.68888889,0.97,1014.33
Mostly Cloudy,17.18333333,0.99,1014.4
Partly Cloudy,17.68888889,0.97,1014.7
Mostly Cloudy,19.77222222,0.85,1014.62
Mostly Cloudy,21.47777778,0.77,1014.63
Mostly Cloudy,23.52777778,0.7,1014.64
Partly Cloudy,24.61666667,0.7,1014.72
Partly Cloudy,25.61111111,0.63,1014.79
Mostly Cloudy,27.28333333,0.57,1014.56
Mostly Cloudy,28.41666667,0.53,1014.17
Mostly Cloudy,28.45555556,0.52,1013.89
Partly Cloudy,28.48333333,0.56,1013.86
Partly Cloudy,27.02222222,0.66,1013.38
Partly Cloudy,27.02777778,0.72,1013.43
Partly Cloudy,23.89444444,0.74,1013.29
Humid and Mostly Cloudy,22.22222222,0.86,1014.33
Mostly Cloudy,20.5,0.83,1014.39
Mostly Cloudy,21,0.87,1014.83
Mostly Cloudy,20.42222222,0.9,1014.86
Mostly Cloudy,19.88888889,0.92,1014.96
Partly Cloudy,16.25,1,1015.59
Mostly Cloudy,16.25,0.99,1015.78
Clear,15.73888889,0.96,1015.74
Partly Cloudy,16.16111111,0.99,1015.62
Mostly Cloudy,16.11111111,0.96,1015.32
Partly Cloudy,15.63333333,0.91,1015.51
Mostly Cloudy,16.13888889,0.87,1015.92
Partly Cloudy,17.22222222,0.87,1016.3
Partly Cloudy,17.90555556,0.84,1016.52
Mostly Cloudy,21.13888889,0.68,1016.62
Mostly Cloudy,22.28888889,0.63,1016.81
Mostly Cloudy,22.88333333,0.63,1016.85
Mostly Cloudy,23.88888889,0.61,1017
Mostly Cloudy,25.02222222,0.57,1016.7
Mostly Cloudy,25.10555556,0.51,1016.5
Partly Cloudy,25.09444444,0.49,1016.38
Partly Cloudy,26.11111111,0.53,1015.79
Partly Cloudy,26.03333333,0.43,1015.51
Mostly Cloudy,26.06111111,0.5,1015
Mostly Cloudy,23.98333333,0.64,1015.17
Partly Cloudy,23.1,0.65,1015.41
Partly Cloudy,19.02777778,0.88,1016.07
Partly Cloudy,18.26666667,0.89,1016.28
Clear,18,0.87,1016.18
Clear,16.55,0.93,1015.88
Clear,16.47777778,0.93,1015.7
Partly Cloudy,17.15555556,0.97,1014.16
Clear,14.88333333,1,1015.59
Partly Cloudy,14.88333333,0.96,1015.3
Partly Cloudy,14.63888889,0.96,1015.38
Mostly Cloudy,17.52777778,0.96,1015.25
Mostly Cloudy,19.8,0.79,1014.97
Mostly Cloudy,21.03888889,0.74,1015.32
Mostly Cloudy,21.08333333,0.79,1015.07
Mostly Cloudy,22.24444444,0.76,1015.03
Mostly Cloudy,22.65555556,0.74,1014.84
Mostly Cloudy,24.04444444,0.68,1014.55
Mostly Cloudy,24.11666667,0.68,1014.05
Partly Cloudy,26.79444444,0.55,1013.44
Partly Cloudy,27.15,0.64,1013.07
Partly Cloudy,27.65555556,0.58,1012.5
Partly Cloudy,27.18333333,0.62,1012.59
Humid and Partly Cloudy,21.40555556,0.85,1012.9
Partly Cloudy,22.95555556,0.82,1013.06
Partly Cloudy,22.32777778,0.83,1013.28
Mostly Cloudy,21.06111111,0.92,1013.52
Partly Cloudy,19.88333333,0.93,1014.01
Partly Cloudy,18.97777778,0.96,1014.27
Partly Cloudy,17.73333333,0.99,1014.2
Partly Cloudy,17.61666667,0.97,1014.12
Partly Cloudy,17.27777778,0.88,1015.64
Partly Cloudy,16.45555556,1,1013.81
Clear,16.01666667,0.97,1013.79
Partly Cloudy,15.53888889,0.99,1013.77
Partly Cloudy,17.55,0.97,1014.01
Partly Cloudy,20.86111111,0.82,1014.11
Partly Cloudy,22.46666667,0.76,1014.3
Partly Cloudy,23.82222222,0.69,1014.31
Partly Cloudy,24.95555556,0.62,1014.38
Partly Cloudy,25.05,0.66,1014.31
Partly Cloudy,26.20555556,0.59,1013.98
Partly Cloudy,27.26666667,0.56,1013.77
Partly Cloudy,27.36111111,0.54,1013.64
Mostly Cloudy,27.4,0.55,1013.15
Mostly Cloudy,25.02777778,0.69,1013.47
Partly Cloudy,25.89444444,0.6,1012.83
Partly Cloudy,24.84444444,0.65,1012.82
Mostly Cloudy,23.75555556,0.74,1013.31
Partly Cloudy,22.62777778,0.74,1013.65
Partly Cloudy,22.06666667,0.69,1014.5
Mostly Cloudy,20.43888889,0.75,1014.85
Mostly Cloudy,20.79444444,0.72,1015.31
Clear,18.26111111,0.78,1015.94
Partly Cloudy,17.75555556,0.84,1015.94
Partly Cloudy,14.08888889,0.97,1020.43
Clear,17.12777778,0.84,1015.87
Partly Cloudy,16.55,0.84,1016.15
Partly Cloudy,15.51666667,0.87,1016.54
Partly Cloudy,16.01666667,0.86,1016.84
Partly Cloudy,17.06111111,0.75,1017.05
Partly Cloudy,17.71111111,0.73,1017.34
Partly Cloudy,18.86666667,0.68,1017.74
Mostly Cloudy,18.91111111,0.68,1018.11
Mostly Cloudy,19.91666667,0.61,1018.29
Mostly Cloudy,20.04444444,0.61,1018.43
Mostly Cloudy,18.05555556,0.76,1019.19
Partly Cloudy,19.06111111,0.74,1019.47
Mostly Cloudy,20.03888889,0.67,1019.26
Mostly Cloudy,18.88333333,0.72,1019.2
Mostly Cloudy,17.57777778,0.83,1019.67
Partly Cloudy,17.95555556,0.81,1019.96
Partly Cloudy,17.37777778,0.85,1019.95
Mostly Cloudy,17.18333333,0.86,1020.22
Mostly Cloudy,16.17777778,0.92,1020.73
Mostly Cloudy,15.55555556,0.95,1021.15
Mostly Cloudy,15.00555556,0.95,1021.37
Partly Cloudy,13.37777778,1,1021.58
Partly Cloudy,13.42777778,0.99,1021.66
Partly Cloudy,14.31666667,0.99,1021.55
Partly Cloudy,13.25,0.96,1021.28
Mostly Cloudy,14.21666667,0.93,1021.54
Mostly Cloudy,14.35,0.96,1021.13
Mostly Cloudy,14.84444444,0.93,1021.01
Mostly Cloudy,15.05,0.92,1021.12
Mostly Cloudy,16.18333333,0.86,1021.48
Mostly Cloudy,17.96666667,0.76,1021.47
Partly Cloudy,22.15555556,0.55,1021.4
Partly Cloudy,22.58333333,0.55,1021.39
Partly Cloudy,23.79444444,0.53,1021.31
Partly Cloudy,23.96111111,0.53,1021.3
Mostly Cloudy,24.78333333,0.48,1021.09
Partly Cloudy,23.98333333,0.57,1020.88
Partly Cloudy,24.05,0.49,1020.86
Partly Cloudy,24.91666667,0.45,1020.63
Mostly Cloudy,24.00555556,0.53,1020.55
Mostly Cloudy,22.93888889,0.61,1020.65
Mostly Cloudy,22.27777778,0.71,1020.61
Mostly Cloudy,20.95555556,0.79,1020.77
Mostly Cloudy,20.21111111,0.78,1021.18
Mostly Cloudy,17.15,0.92,1021.55
Partly Cloudy,16.46111111,0.93,1021.7
Mostly Cloudy,15.27777778,0.96,1021.6
Clear,15.13888889,0.95,1021.35
Clear,13.73333333,1,1021.4
Clear,13.17777778,1,1021.22
Clear,12.86111111,0.99,1021.5
Clear,14.8,0.99,1021.62
Clear,18.59444444,0.9,1021.44
Partly Cloudy,21.01666667,0.71,1021.77
Partly Cloudy,22.68888889,0.62,1022.1
Partly Cloudy,23.88888889,0.54,1022.1
Partly Cloudy,24.98888889,0.47,1021.88
Partly Cloudy,26.08333333,0.49,1021.88
Partly Cloudy,26.13888889,0.44,1021.7
Partly Cloudy,27.03333333,0.48,1021.37
Partly Cloudy,27.24444444,0.44,1021.09
Partly Cloudy,27.17777778,0.44,1020.9
Partly Cloudy,26.37222222,0.42,1020.73
Partly Cloudy,26.20555556,0.46,1020.18
Partly Cloudy,25.09444444,0.47,1020
Partly Cloudy,22.63888889,0.61,1020.6
Partly Cloudy,18.93333333,0.83,1021.08
Partly Cloudy,18.31111111,0.84,1021.78
Clear,17.42222222,0.87,1021.9
Overcast,11.60555556,0.93,1002.74
Overcast,11.11666667,0.96,1002.23
Mostly Cloudy,12.37222222,0.96,1003.89
Overcast,11.06666667,1,1001.15
Overcast,11.57777778,0.96,1000.26
Overcast,11.47777778,0.96,999.74
Foggy,12.08333333,0.93,999.26
Foggy,12.10555556,0.93,999.13
Overcast,12.03888889,0.94,999.13
Mostly Cloudy,12.17777778,1,998.65
Mostly Cloudy,12.66666667,0.91,998.37
Mostly Cloudy,12.65555556,0.96,998.69
Mostly Cloudy,14.77222222,0.84,998.81
Mostly Cloudy,13.75,0.9,999.06
Mostly Cloudy,13.7,0.91,999.69
Mostly Cloudy,13.9,0.92,1000.05
Mostly Cloudy,13.87777778,0.92,1000.63
Overcast,13.71666667,0.93,1001.28
Overcast,12.82777778,0.99,1001.8
Partly Cloudy,13.8,0.93,1001.81
Overcast,12.7,0.99,1002.32
Overcast,12.66666667,0.96,1002.61
Overcast,12.66666667,0.96,1003.1
Overcast,12.58333333,0.96,1003.35
Clear,19.49444444,0.84,1013.56
Partly Cloudy,19.42222222,0.87,1013.55
Clear,20.34444444,0.88,1013.09
Partly Cloudy,18.72777778,0.85,1013.56
Clear,18.21666667,0.85,1013.56
Partly Cloudy,17.70555556,0.91,1013.78
Partly Cloudy,19.84444444,0.85,1014.03
Partly Cloudy,22.08888889,0.76,1014.14
Partly Cloudy,24.76111111,0.65,1014.35
Partly Cloudy,27.17777778,0.6,1014.44
Partly Cloudy,27.82777778,0.58,1014.51
Partly Cloudy,29.87222222,0.44,1014.49
Partly Cloudy,31.11666667,0.38,1014.41
Partly Cloudy,31.16111111,0.41,1014.22
Partly Cloudy,32.06111111,0.37,1013.94
Partly Cloudy,32.22222222,0.37,1013.41
Mostly Cloudy,32.26666667,0.37,1013.02
Mostly Cloudy,31.16666667,0.4,1012.96
Mostly Cloudy,31.08888889,0.45,1012.45
Mostly Cloudy,28.96111111,0.54,1012.53
Mostly Cloudy,27.31666667,0.55,1012.55
Mostly Cloudy,24.93333333,0.64,1012.64
Mostly Cloudy,23.8,0.71,1013.14
Partly Cloudy,22.77777778,0.79,1013.08
Clear,22.08888889,0.84,1012.96
Partly Cloudy,20.97222222,0.87,1013.15
Clear,22.56111111,0.87,1010.53
Clear,19.93333333,0.9,1012.74
Partly Cloudy,19.35555556,0.93,1012.36
Partly Cloudy,19.46666667,0.93,1012.49
Mostly Cloudy,20.93333333,0.82,1012.53
Mostly Cloudy,22.13333333,0.81,1012.56
Mostly Cloudy,24.76666667,0.75,1012.97
Partly Cloudy,26.20555556,0.68,1012.73
Mostly Cloudy,28.93888889,0.62,1012.52
Partly Cloudy,29.97777778,0.55,1012.25
Mostly Cloudy,31.18333333,0.51,1012.12
Partly Cloudy,32.31666667,0.48,1011.71
Partly Cloudy,32.73888889,0.4,1011.26
Partly Cloudy,32.87222222,0.39,1010.92
Partly Cloudy,32.82222222,0.4,1010.62
Partly Cloudy,32.39444444,0.38,1010.35
Clear,32.22222222,0.45,1009.64
Clear,29.05,0.62,1009.63
Clear,28.03888889,0.62,1009.66
Clear,25.02777778,0.73,1009.74
Clear,25.44444444,0.69,1010.14
Clear,24.42777778,0.77,1010.19
Clear,23.71111111,0.82,1010.06
Clear,23.13333333,0.84,1010.16
Partly Cloudy,22.64444444,0.92,1009.34
Partly Cloudy,20.53888889,0.92,1010.34
Clear,20.93333333,0.9,1010.35
Clear,19.94444444,0.96,1010.65
Clear,20.91111111,0.93,1010.64
Clear,22.71666667,0.84,1010.54
Clear,25.95,0.78,1010.5
Clear,27.82777778,0.72,1010.53
Clear,31.02222222,0.51,1010.42
Clear,31.91111111,0.36,1010.24
Clear,32.71111111,0.37,1010.04
Clear,33.81666667,0.3,1009.74
Clear,33.81111111,0.36,1009.38
Clear,34.92777778,0.38,1008.85
Clear,33.88888889,0.38,1008.44
Clear,33.83888889,0.4,1007.91
Clear,32.8,0.49,1007.46
Clear,31.18333333,0.59,1007.34
Clear,29.15,0.62,1007.4
Clear,27.15,0.73,1007.63
Clear,25.44444444,0.82,1007.96
Clear,25.58333333,0.79,1008.33
Clear,22.76111111,0.92,1008.74
Partly Cloudy,23.71111111,0.9,1008.77
Mostly Cloudy,22.78333333,0.9,1009.09
Partly Cloudy,21.62777778,0.96,1008.98
Partly Cloudy,21.05,0.96,1008.98
Clear,21.33888889,0.91,1009.1
Clear,22,0.82,1009.51
Clear,22.71111111,0.79,1009.89
Clear,24.81666667,0.69,1010.27
Partly Cloudy,26.04444444,0.6,1010.34
Mostly Cloudy,27.66666667,0.59,1010.81
Mostly Cloudy,27.77222222,0.59,1011.05
Mostly Cloudy,29.95555556,0.55,1011.17
Mostly Cloudy,30.02777778,0.48,1010.76
Mostly Cloudy,30.08333333,0.53,1010.46
Overcast,30.09444444,0.54,1010.17
Overcast,29.07777778,0.58,1010.06
Overcast,30.98888889,0.48,1009.28
Mostly Cloudy,30.05,0.51,1008.88
Mostly Cloudy,27.87222222,0.66,1008.97
Mostly Cloudy,27.43333333,0.66,1009.01
Mostly Cloudy,24.90555556,0.79,1009.07
Partly Cloudy,24.30555556,0.79,1009.57
Partly Cloudy,23.85555556,0.87,1009.55
Partly Cloudy,21.64444444,0.93,1009.56
Mostly Cloudy,22.66111111,0.9,1009.28
Clear,19.03333333,0.89,1014.25
Overcast,23.58888889,0.8,1008.57
Mostly Cloudy,21.50555556,0.93,1007.9
Mostly Cloudy,20.33888889,0.95,1008.39
Mostly Cloudy,19.88333333,0.88,1009.23
Partly Cloudy,21.03888889,0.88,1009.35
Partly Cloudy,24.79444444,0.74,1008.84
Mostly Cloudy,25.06666667,0.69,1008.78
Partly Cloudy,27.28888889,0.6,1008.85
Clear,27.95555556,0.64,1009.37
Partly Cloudy,28.93333333,0.62,1009.53
Partly Cloudy,30.02222222,0.55,1009.15
Partly Cloudy,30.96666667,0.52,1008.62
Partly Cloudy,31.01666667,0.52,1008.64
Partly Cloudy,30.84444444,0.49,1008.82
Partly Cloudy,29.19444444,0.53,1009.41
Partly Cloudy,28.74444444,0.59,1009.72
Partly Cloudy,25.04444444,0.73,1010.89
Partly Cloudy,24.24444444,0.76,1011.7
Partly Cloudy,23.77222222,0.78,1012.3
Partly Cloudy,22.05555556,0.86,1013.13
Partly Cloudy,21.2,0.88,1013.92
Partly Cloudy,20.36666667,0.87,1014.9
Clear,19.30555556,0.89,1015.32
Mostly Cloudy,21.04444444,0.83,1015.03
Clear,17.61111111,0.87,1015.92
Clear,17.03333333,0.9,1016.5
Clear,16.02222222,0.93,1016.6
Partly Cloudy,16.96666667,0.81,1017.28
Clear,17.66111111,0.84,1017.49
Clear,18.87222222,0.82,1017.4
Partly Cloudy,20.92222222,0.73,1017.81
Partly Cloudy,22.56666667,0.67,1017.71
Mostly Cloudy,23.79444444,0.65,1017.48
Mostly Cloudy,24.95,0.62,1017.58
Partly Cloudy,26.08333333,0.54,1017.1
Partly Cloudy,27.29444444,0.5,1017
Partly Cloudy,27.75,0.49,1016.48
Partly Cloudy,27.75,0.46,1015.89
Partly Cloudy,27.86666667,0.46,1015.74
Partly Cloudy,27.75,0.53,1015.16
Partly Cloudy,27.15,0.48,1014.79
Partly Cloudy,25.90555556,0.59,1015.14
Mostly Cloudy,24.76666667,0.63,1015.48
Mostly Cloudy,24.25555556,0.67,1015.79
Mostly Cloudy,23.21666667,0.74,1015.59
Mostly Cloudy,22.15,0.79,1015.96
Mostly Cloudy,21.59444444,0.81,1015.3
Partly Cloudy,17.44444444,0.87,1015.82
Mostly Cloudy,21.01666667,0.81,1013.91
Mostly Cloudy,20.43333333,0.81,1013.96
Mostly Cloudy,19.95,0.82,1013.61
Mostly Cloudy,18.90555556,0.78,1013.16
Partly Cloudy,19.88333333,0.74,1012.82
Mostly Cloudy,18.92222222,0.9,1013.52
Mostly Cloudy,17.72777778,0.97,1014.14
Overcast,18.81111111,0.9,1014.29
Partly Cloudy,21.03888889,0.81,1013.87
Partly Cloudy,22.12222222,0.81,1013.2
Partly Cloudy,23.81111111,0.74,1013
Partly Cloudy,24.93888889,0.69,1012.94
Partly Cloudy,24.9,0.69,1012.64
Partly Cloudy,24.91666667,0.69,1011.94
Mostly Cloudy,23.2,0.72,1012.27
Partly Cloudy,22.86111111,0.73,1012.33
Mostly Cloudy,22.67222222,0.73,1012.65
Mostly Cloudy,22.06111111,0.74,1013.26
Mostly Cloudy,19.94444444,0.78,1013.95
Mostly Cloudy,19.35,0.78,1014.76
Partly Cloudy,18.25,0.85,1015.33
Partly Cloudy,17.63333333,0.87,1015.8
Partly Cloudy,17.10555556,0.87,1015.92
Partly Cloudy,17.93888889,0.88,1014.41
Partly Cloudy,16.06111111,0.87,1016.1
Partly Cloudy,15.53333333,0.89,1016.11
Partly Cloudy,15.38333333,0.88,1016.07
Partly Cloudy,17.06111111,0.81,1016.22
Partly Cloudy,17.71111111,0.73,1016.44
Partly Cloudy,18.74444444,0.74,1016.65
Partly Cloudy,19.97222222,0.72,1016.71
Partly Cloudy,22.17222222,0.64,1016.68
Partly Cloudy,22.68888889,0.62,1016.63
Partly Cloudy,23.83888889,0.65,1016.39
Partly Cloudy,23.86111111,0.58,1016.28
Partly Cloudy,24.97222222,0.54,1015.99
Mostly Cloudy,26.03888889,0.54,1015.59
Partly Cloudy,25.99444444,0.5,1015.3
Partly Cloudy,26.02777778,0.53,1015.13
Partly Cloudy,25.99444444,0.5,1014.49
Partly Cloudy,24.88333333,0.54,1014.09
Partly Cloudy,22.85555556,0.65,1014.2
Partly Cloudy,21.98888889,0.73,1014.48
Partly Cloudy,20.81111111,0.77,1014.76
Mostly Cloudy,20.22222222,0.78,1014.66
Partly Cloudy,20.25,0.77,1014.67
Partly Cloudy,19.81111111,0.79,1013.72
Mostly Cloudy,16.46666667,0.96,1006.69
Mostly Cloudy,17.24444444,0.93,1014.18
Mostly Cloudy,18.17222222,0.9,1013.15
Mostly Cloudy,17.63888889,0.93,1012.74
Mostly Cloudy,18.7,0.85,1012.16
Partly Cloudy,19.81666667,0.79,1011.48
Partly Cloudy,20.89444444,0.81,1011.53
Partly Cloudy,22.38888889,0.74,1010.85
Mostly Cloudy,19.78888889,0.88,1010.41
Partly Cloudy,18.61111111,0.96,1011.02
Humid and Mostly Cloudy,20.01111111,0.87,1010.03
Humid and Partly Cloudy,20.05555556,0.84,1009.46
Partly Cloudy,22.46111111,0.75,1008.77
Mostly Cloudy,22.16666667,0.69,1008.04
Partly Cloudy,21.11111111,0.74,1006.97
Partly Cloudy,21.25,0.8,1006.33
Humid and Partly Cloudy,21.18333333,0.86,1005.55
Partly Cloudy,20.11666667,0.84,1005.15
Mostly Cloudy,18.99444444,0.85,1005.36
Partly Cloudy,17.87222222,0.9,1005.03
Mostly Cloudy,17.31666667,0.87,1004.46
Partly Cloudy,17.27222222,0.91,1004.57
Mostly Cloudy,16.68888889,0.97,1004.89
Partly Cloudy,16.66666667,0.93,1004.47
Mostly Cloudy,16.37222222,0.99,1002.04
Partly Cloudy,16.13333333,0.97,1003.97
Foggy,16.11111111,1,1003.42
Partly Cloudy,15.67777778,1,1003.49
Mostly Cloudy,17.08333333,0.93,1003.52
Mostly Cloudy,17.63888889,0.97,1003.99
Mostly Cloudy,17.83888889,0.9,1004.21
Partly Cloudy,20.97222222,0.79,1004.37
Partly Cloudy,22.03333333,0.73,1003.81
Partly Cloudy,22.56666667,0.66,1004.17
Partly Cloudy,23.7,0.66,1004.1
Partly Cloudy,23.75,0.66,1004
Partly Cloudy,24.7,0.57,1003.3
Partly Cloudy,24.78888889,0.54,1002.82
Partly Cloudy,23.79444444,0.58,1002.71
Partly Cloudy,23.75,0.64,1002.51
Mostly Cloudy,22.73333333,0.7,1001.92
Partly Cloudy,21.08888889,0.85,1002.29
Mostly Cloudy,17.37222222,0.92,1002.84
Mostly Cloudy,17.8,0.96,1001.05
Mostly Cloudy,17.73333333,0.96,1002.61
Mostly Cloudy,16.73888889,0.96,1002.28
Mostly Cloudy,12.15555556,0.96,1003.49
Overcast,12.15555556,1,1003.47
Mostly Cloudy,11.68333333,0.96,1007.44
Overcast,12.15555556,0.96,1002.95
Overcast,11.6,1,1002.85
Overcast,11.63888889,0.96,1003.02
Overcast,12.15555556,1,1003.03
Mostly Cloudy,12.15555556,1,1003.22
Mostly Cloudy,12.77222222,0.96,1003.38
Mostly Cloudy,13.73333333,0.9,1003.23
Mostly Cloudy,14.8,0.84,1003.22
Mostly Cloudy,13.07222222,0.94,1003.45
Mostly Cloudy,13.87222222,0.9,1003.5
Mostly Cloudy,13.9,0.9,1003.67
Mostly Cloudy,14.06111111,0.89,1003.91
Partly Cloudy,13.79444444,0.9,1004.18
Partly Cloudy,12.85,0.99,1004.76
Partly Cloudy,15.05,0.86,1004.84
Partly Cloudy,14.97777778,0.83,1004.97
Partly Cloudy,13.86111111,0.93,1005.45
Partly Cloudy,12.95555556,0.95,1006.19
Mostly Cloudy,12.68333333,0.96,1006.74
Mostly Cloudy,12.68333333,0.96,1007.44
Mostly Cloudy,12.69444444,0.93,1007.71
Mostly Cloudy,16.66666667,1,1002.03
Mostly Cloudy,16.64444444,1,1001.79
Partly Cloudy,15.18333333,0.96,1004.14
Mostly Cloudy,15.48888889,1,1001.03
Mostly Cloudy,15.44444444,1,1000.91
Mostly Cloudy,15.89444444,0.97,1001.22
Partly Cloudy,16.97777778,1,1001
Partly Cloudy,18.66111111,0.91,1001.38
Partly Cloudy,19.63888889,0.85,1001.73
Partly Cloudy,20.83333333,0.8,1001.99
Partly Cloudy,21.08333333,0.79,1002
Partly Cloudy,21.22222222,0.78,1002.29
Partly Cloudy,22.8,0.71,1002.56
Partly Cloudy,23.74444444,0.69,1002.66
Partly Cloudy,23.81666667,0.68,1002.35
Partly Cloudy,23.6,0.7,1002.21
Partly Cloudy,24.69444444,0.63,1001.94
Mostly Cloudy,24.25555556,0.65,1001.76
Mostly Cloudy,22.01111111,0.74,1002.51
Mostly Cloudy,21.9,0.74,1002.77
Mostly Cloudy,20.85555556,0.8,1003.46
